year,month,day,경락일,도매시장,품목,세부품목,거래단량,거래량,규격,등급,가격
2016,4,26,20160426,부산반여도매,복분자,복분자(일반),1.0,1,kg,특,10000
2016,4,27,20160427,부산반여도매,복분자,복분자(일반),1.0,1,kg,특,9000
2016,4,29,20160429,부산반여도매,복분자,복분자(일반),1.0,3,kg,특,10200
2016,5,2,20160502,부산반여도매,복분자,복분자(일반),1.0,10,kg,특,11500
2016,5,4,20160504,부산반여도매,복분자,복분자(일반),1.0,10,kg,특,11700
2016,5,7,20160507,부산반여도매,복분자,복분자(일반),1.0,8,kg,특,9300
2016,5,9,20160509,부산반여도매,복분자,복분자(일반),1.0,10,kg,특,10000
2016,5,9,20160509,진주도매시장,복분자,복분자(일반),1.0,1,kg,특,10000
2016,5,10,20160510,부산반여도매,복분자,복분자(일반),1.0,12,kg,특,8000
2016,5,11,20160511,부산반여도매,복분자,복분자(일반),1.0,8,kg,특,6000
2016,5,11,20160511,창원내서도매시장,복분자,복분자(일반),1.0,2,kg,특,8500
2016,5,13,20160513,창원내서도매시장,복분자,복분자(일반),1.0,5,kg,특,6100
2016,5,13,20160513,부산반여도매,복분자,복분자(일반),1.0,11,kg,특,5000
2016,5,14,20160514,부산엄궁도매,복분자,복분자(일반),1.0,2,kg,보통,10200
2016,5,16,20160516,진주도매시장,복분자,복분자(일반),1.0,10,kg,특,10000
2016,5,17,20160517,진주도매시장,복분자,복분자(일반),1.0,10,kg,특,10000
2016,5,18,20160518,진주도매시장,복분자,복분자(일반),1.0,9,kg,특,10000
2016,5,19,20160519,진주도매시장,복분자,복분자(일반),1.0,7,kg,특,8800
2016,5,21,20160521,진주도매시장,복분자,복분자(일반),1.0,22,kg,특,8500
2016,5,21,20160521,부산엄궁도매,복분자,복분자(일반),0.5,40,kg,특,6500
2016,5,23,20160523,부산엄궁도매,복분자,복분자(일반),0.5,40,kg,보통,3500
2016,5,23,20160523,부산엄궁도매,복분자,복분자(일반),0.5,30,kg,보통,3500
2016,5,23,20160523,부산엄궁도매,복분자,복분자(일반),0.5,30,kg,보통,3500
2016,5,23,20160523,부산엄궁도매,복분자,복분자(일반),0.5,35,kg,특,3000
2016,5,23,20160523,부산엄궁도매,복분자,복분자(일반),1.0,38,kg,특,12000
2016,5,24,20160524,부산엄궁도매,복분자,복분자(일반),0.5,45,kg,보통,3000
2016,5,24,20160524,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,보통,3000
2016,5,25,20160525,부산반여도매,복분자,복분자(일반),0.5,40,kg,특,1700
2016,5,25,20160525,부산엄궁도매,복분자,복분자(일반),1.0,60,kg,특,11500
2016,5,27,20160527,구미도매시장,복분자,복분자(일반),1.0,35,kg,특,11200
2016,5,27,20160527,부산엄궁도매,복분자,복분자(일반),1.0,20,kg,보통,8900
2016,5,27,20160527,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,보통,4000
2016,5,27,20160527,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,보통,4000
2016,5,27,20160527,부산엄궁도매,복분자,복분자(일반),0.5,70,kg,특,6600
2016,5,27,20160527,부산엄궁도매,복분자,복분자(일반),1.0,60,kg,특,11600
2016,5,27,20160527,구미도매시장,복분자,복분자(일반),1.0,35,kg,특,11300
2016,5,28,20160528,부산엄궁도매,복분자,복분자(일반),0.5,100,kg,특,4300
2016,5,28,20160528,부산엄궁도매,복분자,복분자(일반),1.0,38,kg,특,10200
2016,5,28,20160528,창원팔용도매시장,복분자,복분자(일반),0.5,25,kg,특,4500
2016,5,28,20160528,창원팔용도매시장,복분자,복분자(일반),0.5,20,kg,특,4600
2016,5,28,20160528,창원팔용도매시장,복분자,복분자(일반),0.5,20,kg,특,4500
2016,5,28,20160528,창원팔용도매시장,복분자,복분자(일반),0.5,20,kg,특,4400
2016,5,30,20160530,부산엄궁도매,복분자,복분자(일반),0.5,120,kg,특,3700
2016,5,30,20160530,부산엄궁도매,복분자,복분자(일반),1.0,101,kg,특,8500
2016,5,30,20160530,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,보통,4000
2016,5,30,20160530,부산엄궁도매,복분자,복분자(일반),0.5,60,kg,보통,4000
2016,5,31,20160531,부산엄궁도매,복분자,복분자(일반),0.5,40,kg,보통,3500
2016,5,31,20160531,부산엄궁도매,복분자,복분자(일반),0.5,40,kg,보통,3500
2016,5,31,20160531,부산엄궁도매,복분자,복분자(일반),0.5,40,kg,보통,3500
2016,5,31,20160531,부산엄궁도매,복분자,복분자(일반),0.5,40,kg,보통,3500
2016,5,31,20160531,부산엄궁도매,복분자,복분자(일반),0.5,160,kg,특,4300
2016,6,1,20160601,부산엄궁도매,복분자,복분자(일반),1.0,75,kg,특,7300
2016,6,1,20160601,부산엄궁도매,복분자,복분자(일반),0.5,40,kg,보통,3200
2016,6,1,20160601,부산엄궁도매,복분자,복분자(일반),0.5,160,kg,특,3100
2016,6,1,20160601,부산엄궁도매,복분자,복분자(일반),0.5,40,kg,보통,3200
2016,6,1,20160601,부산엄궁도매,복분자,복분자(일반),0.5,40,kg,보통,3200
2016,6,1,20160601,부산엄궁도매,복분자,복분자(일반),0.5,40,kg,보통,3200
2016,6,2,20160602,부산엄궁도매,복분자,복분자(일반),0.5,100,kg,특,3300
2016,6,2,20160602,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,보통,3400
2016,6,2,20160602,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,보통,3400
2016,6,3,20160603,부산엄궁도매,복분자,복분자(일반),0.5,75,kg,특,3800
2016,6,3,20160603,부산엄궁도매,복분자,복분자(일반),1.0,70,kg,특,7300
2016,6,3,20160603,부산엄궁도매,복분자,복분자(일반),0.5,15,kg,보통,3400
2016,6,3,20160603,부산엄궁도매,복분자,복분자(일반),0.5,30,kg,보통,3400
2016,6,3,20160603,부산엄궁도매,복분자,복분자(일반),0.5,30,kg,보통,3400
2016,6,4,20160604,구미도매시장,복분자,복분자(일반),1.0,3,kg,특,10200
2016,6,4,20160604,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,특,5000
2016,6,4,20160604,구미도매시장,복분자,복분자(일반),1.0,7,kg,특,10100
2016,6,4,20160604,구미도매시장,복분자,복분자(일반),1.0,6,kg,특,7500
2016,6,4,20160604,구미도매시장,복분자,복분자(일반),1.0,4,kg,특,7600
2016,6,4,20160604,진주도매시장,복분자,복분자(일반),1.0,28,kg,특,12700
2016,6,6,20160606,진주도매시장,복분자,복분자(일반),1.0,7,kg,특,9000
2016,6,6,20160606,부산엄궁도매,복분자,복분자(일반),0.5,30,kg,보통,4600
2016,6,6,20160606,부산엄궁도매,복분자,복분자(일반),0.5,30,kg,보통,5100
2016,6,6,20160606,구미도매시장,복분자,복분자(일반),1.0,15,kg,특,12000
2016,6,6,20160606,구미도매시장,복분자,복분자(일반),1.0,7,kg,특,11600
2016,6,6,20160606,구미도매시장,복분자,복분자(일반),1.0,10,kg,특,11500
2016,6,6,20160606,서울가락도매,복분자,복분자(일반),1.0,27,kg,특,7000
2016,6,6,20160606,서울가락도매,복분자,복분자(일반),1.0,20,kg,특,7000
2016,6,6,20160606,서울가락도매,복분자,복분자(일반),1.0,12,kg,특,9000
2016,6,6,20160606,울산도매시장,복분자,복분자(일반),1.0,3,kg,특,9000
2016,6,6,20160606,울산도매시장,복분자,복분자(일반),1.0,5,kg,특,8000
2016,6,6,20160606,울산도매시장,복분자,복분자(일반),1.0,7,kg,특,6600
2016,6,6,20160606,울산도매시장,복분자,복분자(일반),1.0,7,kg,특,8000
2016,6,6,20160606,순천도매시장,복분자,복분자(일반),1.0,25,kg,특,10500
2016,6,6,20160606,순천도매시장,복분자,복분자(일반),1.0,27,kg,특,10500
2016,6,6,20160606,서울가락도매,복분자,복분자(일반),2.0,5,kg,특,17000
2016,6,6,20160606,서울가락도매,복분자,복분자(일반),1.0,30,kg,특,8500
2016,6,6,20160606,서울가락도매,복분자,복분자(일반),1.0,3,kg,특,9000
2016,6,6,20160606,서울가락도매,복분자,복분자(일반),1.0,10,kg,특,8500
2016,6,6,20160606,서울가락도매,복분자,복분자(일반),1.0,5,kg,특,8500
2016,6,6,20160606,서울가락도매,복분자,복분자(일반),1.0,23,kg,특,8000
2016,6,6,20160606,진주도매시장,복분자,복분자(일반),1.0,30,kg,특,10600
2016,6,6,20160606,부산엄궁도매,복분자,복분자(일반),0.5,100,kg,특,3700
2016,6,6,20160606,부산엄궁도매,복분자,복분자(일반),1.0,30,kg,특,7300
2016,6,6,20160606,구미도매시장,복분자,복분자(일반),1.0,13,kg,특,6800
2016,6,6,20160606,구미도매시장,복분자,복분자(일반),1.0,9,kg,특,9000
2016,6,7,20160607,대전오정도매,복분자,복분자(일반),2.0,8,kg,특,18000
2016,6,7,20160607,충주도매시장,복분자,복분자(일반),1.0,12,kg,특,7000
2016,6,7,20160607,창원내서도매시장,복분자,복분자(일반),1.0,1,kg,특,6000
2016,6,7,20160607,구미도매시장,복분자,복분자(일반),1.0,10,kg,특,8600
2016,6,7,20160607,구미도매시장,복분자,복분자(일반),1.0,19,kg,특,9800
2016,6,7,20160607,구미도매시장,복분자,복분자(일반),1.0,28,kg,특,8000
2016,6,7,20160607,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,보통,4700
2016,6,7,20160607,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,보통,4700
2016,6,7,20160607,구미도매시장,복분자,복분자(일반),1.0,14,kg,특,6000
2016,6,7,20160607,구미도매시장,복분자,복분자(일반),1.0,52,kg,특,6700
2016,6,7,20160607,구미도매시장,복분자,복분자(일반),1.0,15,kg,특,11100
2016,6,7,20160607,광주각화도매,복분자,복분자(일반),2.0,26,kg,특,11000
2016,6,7,20160607,부산엄궁도매,복분자,복분자(일반),0.5,100,kg,특,3500
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),2.0,5,kg,특,12000
2016,6,8,20160608,창원팔용도매시장,복분자,복분자(일반),1.0,10,kg,특,9500
2016,6,8,20160608,창원팔용도매시장,복분자,복분자(일반),1.0,20,kg,특,8800
2016,6,8,20160608,창원팔용도매시장,복분자,복분자(일반),1.0,6,kg,특,7900
2016,6,8,20160608,부산엄궁도매,복분자,복분자(일반),1.0,22,kg,특,4500
2016,6,8,20160608,부산엄궁도매,복분자,복분자(일반),1.0,10,kg,특,6600
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,38,kg,특,8000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),2.0,12,kg,특,13000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),2.0,7,kg,특,12000
2016,6,8,20160608,구미도매시장,복분자,복분자(일반),1.0,5,kg,특,5000
2016,6,8,20160608,구미도매시장,복분자,복분자(일반),1.0,7,kg,특,9000
2016,6,8,20160608,진주도매시장,복분자,복분자(일반),1.0,30,kg,특,8500
2016,6,8,20160608,인천구월도매,복분자,복분자(일반),4.0,21,kg,특,33000
2016,6,8,20160608,인천구월도매,복분자,복분자(일반),4.0,17,kg,특,30000
2016,6,8,20160608,울산도매시장,복분자,복분자(일반),1.0,3,kg,특,10000
2016,6,8,20160608,울산도매시장,복분자,복분자(일반),1.0,35,kg,특,10000
2016,6,8,20160608,울산도매시장,복분자,복분자(일반),1.0,3,kg,특,7600
2016,6,8,20160608,울산도매시장,복분자,복분자(일반),1.0,22,kg,특,9000
2016,6,8,20160608,울산도매시장,복분자,복분자(일반),1.0,15,kg,특,11600
2016,6,8,20160608,울산도매시장,복분자,복분자(일반),1.0,13,kg,특,8300
2016,6,8,20160608,울산도매시장,복분자,복분자(일반),1.0,3,kg,특,8100
2016,6,8,20160608,울산도매시장,복분자,복분자(일반),1.0,20,kg,특,12000
2016,6,8,20160608,대구북부도매,복분자,복분자(일반),1.0,5,kg,특,9000
2016,6,8,20160608,대구북부도매,복분자,복분자(일반),1.0,1,kg,특,5000
2016,6,8,20160608,부산엄궁도매,복분자,복분자(일반),0.5,100,kg,특,4000
2016,6,8,20160608,인천구월도매,복분자,복분자(일반),1.0,3,kg,특,10000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,35,kg,특,8000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,35,kg,특,8000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,30,kg,특,8000
2016,6,8,20160608,익산도매시장,복분자,복분자(일반),10.0,2,kg,특,15000
2016,6,8,20160608,광주서부도매,복분자,복분자(일반),1.0,40,kg,특,7000
2016,6,8,20160608,광주서부도매,복분자,복분자(일반),1.0,25,kg,특,3600
2016,6,8,20160608,대전오정도매,복분자,복분자(일반),2.0,6,kg,특,20000
2016,6,8,20160608,울산도매시장,복분자,복분자(일반),1.0,5,kg,없음,10000
2016,6,8,20160608,진주도매시장,복분자,복분자(일반),1.0,43,kg,특,10500
2016,6,8,20160608,순천도매시장,복분자,복분자(일반),1.0,25,kg,특,10500
2016,6,8,20160608,순천도매시장,복분자,복분자(일반),1.0,27,kg,특,10500
2016,6,8,20160608,구리도매시장,복분자,복분자(일반),1.0,55,kg,특,8000
2016,6,8,20160608,구리도매시장,복분자,복분자(일반),1.0,60,kg,특,8000
2016,6,8,20160608,구리도매시장,복분자,복분자(일반),1.0,40,kg,특,8000
2016,6,8,20160608,구리도매시장,복분자,복분자(일반),1.0,65,kg,특,7500
2016,6,8,20160608,구리도매시장,복분자,복분자(일반),1.0,45,kg,특,7000
2016,6,8,20160608,구리도매시장,복분자,복분자(일반),1.0,45,kg,특,7000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,35,kg,특,8000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,35,kg,특,8000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,40,kg,특,8000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,35,kg,특,8000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,40,kg,특,8000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,40,kg,특,8000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,30,kg,특,8000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),2.0,41,kg,특,15000
2016,6,8,20160608,창원팔용도매시장,복분자,복분자(일반),1.0,10,kg,특,8800
2016,6,8,20160608,창원팔용도매시장,복분자,복분자(일반),1.0,14,kg,특,8400
2016,6,8,20160608,창원팔용도매시장,복분자,복분자(일반),1.0,15,kg,특,8000
2016,6,8,20160608,창원내서도매시장,복분자,복분자(일반),1.0,1,kg,특,6500
2016,6,8,20160608,창원내서도매시장,복분자,복분자(일반),1.0,30,kg,특,6500
2016,6,8,20160608,창원팔용도매시장,복분자,복분자(일반),0.3,10,kg,특,2100
2016,6,8,20160608,순천도매시장,복분자,복분자(일반),1.0,10,kg,특,10500
2016,6,8,20160608,순천도매시장,복분자,복분자(일반),1.0,15,kg,특,10500
2016,6,8,20160608,순천도매시장,복분자,복분자(일반),1.0,25,kg,특,10500
2016,6,8,20160608,구미도매시장,복분자,복분자(일반),1.0,20,kg,특,5500
2016,6,8,20160608,구미도매시장,복분자,복분자(일반),1.0,44,kg,특,7000
2016,6,8,20160608,구미도매시장,복분자,복분자(일반),1.0,6,kg,특,5600
2016,6,8,20160608,구미도매시장,복분자,복분자(일반),1.0,23,kg,특,7700
2016,6,8,20160608,구미도매시장,복분자,복분자(일반),1.0,10,kg,특,5000
2016,6,8,20160608,구미도매시장,복분자,복분자(일반),1.0,30,kg,특,4800
2016,6,8,20160608,구미도매시장,복분자,복분자(일반),1.0,9,kg,특,4700
2016,6,8,20160608,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,보통,4100
2016,6,8,20160608,부산엄궁도매,복분자,복분자(일반),0.5,50,kg,보통,4100
2016,6,8,20160608,부산엄궁도매,복분자,복분자(일반),1.0,2,kg,보통,11200
2016,6,8,20160608,구미도매시장,복분자,복분자(일반),1.0,8,kg,특,8800
2016,6,8,20160608,창원팔용도매시장,복분자,복분자(일반),1.0,10,kg,특,8400
2016,6,8,20160608,창원팔용도매시장,복분자,복분자(일반),1.0,7,kg,특,10000
2016,6,8,20160608,대구북부도매,복분자,복분자(일반),1.0,14,kg,특,4000
2016,6,8,20160608,대구북부도매,복분자,복분자(일반),1.0,4,kg,특,4000
2016,6,8,20160608,서울가락도매,복분자,복분자(일반),1.0,35,kg,특,8000
2016,6,9,20160609,창원내서도매시장,복분자,복분자(일반),0.5,14,kg,특,4700
2016,6,9,20160609,창원내서도매시장,복분자,복분자(일반),0.5,13,kg,특,4700
2016,6,9,20160609,대구북부도매,복분자,복분자(일반),0.5,2,kg,특,2000
2016,6,9,20160609,인천구월도매,복분자,복분자(일반),1.0,40,kg,특,7000
2016,6,9,20160609,인천구월도매,복분자,복분자(일반),1.0,40,kg,특,6000
2016,6,9,20160609,인천구월도매,복분자,복분자(일반),1.0,40,kg,특,6500
2016,6,9,20160609,울산도매시장,복분자,복분자(일반),1.0,24,kg,특,9500
2016,6,9,20160609,울산도매시장,복분자,복분자(일반),1.0,25,kg,특,8600
2016,6,9,20160609,울산도매시장,복분자,복분자(일반),1.0,5,kg,특,9100
2016,6,9,20160609,인천구월도매,복분자,복분자(일반),1.0,40,kg,특,6500
2016,6,9,20160609,대구북부도매,복분자,복분자(일반),1.0,5,kg,특,4000
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,22,kg,특,6000
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,8,kg,특,5800
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,9,kg,특,8200
2016,6,9,20160609,인천구월도매,복분자,복분자(일반),1.0,44,kg,특,6500
2016,6,9,20160609,인천구월도매,복분자,복분자(일반),1.0,44,kg,특,6500
2016,6,9,20160609,인천구월도매,복분자,복분자(일반),1.0,40,kg,특,6500
2016,6,9,20160609,인천구월도매,복분자,복분자(일반),1.0,40,kg,특,6500
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,20,kg,특,6200
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,20,kg,특,6200
2016,6,9,20160609,인천구월도매,복분자,복분자(일반),2.0,4,kg,특,12000
2016,6,9,20160609,울산도매시장,복분자,복분자(일반),1.0,15,kg,특,8600
2016,6,9,20160609,인천구월도매,복분자,복분자(일반),2.0,32,kg,특,12000
2016,6,9,20160609,부산엄궁도매,복분자,복분자(일반),1.0,20,kg,보통,9700
2016,6,9,20160609,부산엄궁도매,복분자,복분자(일반),0.5,100,kg,보통,3800
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,22,kg,특,2600
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),2.0,1,kg,특,5000
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,20,kg,특,3700
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,16,kg,특,4000
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,2,kg,특,3500
2016,6,9,20160609,부산엄궁도매,복분자,복분자(일반),1.0,12,kg,보통,10100
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,9,kg,특,4000
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,20,kg,특,3900
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,16,kg,특,3700
2016,6,9,20160609,대전노은도매,복분자,복분자(일반),2.0,5,kg,특,22000
2016,6,9,20160609,대전노은도매,복분자,복분자(일반),1.0,1,kg,특,10000
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,20,kg,특,3800
2016,6,9,20160609,대전노은도매,복분자,복분자(일반),2.0,9,kg,특,23000
2016,6,9,20160609,구리도매시장,복분자,복분자(일반),1.0,50,kg,없음,7500
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,5,kg,특,3600
2016,6,9,20160609,구미도매시장,복분자,복분자(일반),1.0,10,kg,특,5000
2016,6,9,20160609,대구북부도매,복분자,복분자(일반),1.0,35,kg,특,2000
2016,6,9,20160609,창원팔용도매시장,복분자,복분자(일반),2.0,5,kg,특,9300
2016,6,9,20160609,창원팔용도매시장,복분자,복분자(일반),1.0,20,kg,특,7900
2016,6,9,20160609,창원팔용도매시장,복분자,복분자(일반),1.0,9,kg,특,7500
2016,6,9,20160609,창원팔용도매시장,복분자,복분자(일반),1.0,10,kg,특,7000
2016,6,9,20160609,전주도매시장,복분자,복분자(일반),5.0,14,kg,특,12000
2016,6,9,20160609,창원내서도매시장,복분자,복분자(일반),1.0,2,kg,특,6000
2016,6,9,20160609,창원팔용도매시장,복분자,복분자(일반),1.0,20,kg,특,3200
2016,6,9,20160609,창원팔용도매시장,복분자,복분자(일반),1.0,20,kg,특,3000
2016,6,9,20160609,창원내서도매시장,복분자,복분자(일반),1.0,26,kg,특,8900
2016,6,9,20160609,창원내서도매시장,복분자,복분자(일반),1.0,25,kg,특,8900
2016,6,9,20160609,구리도매시장,복분자,복분자(일반),1.0,20,kg,없음,8000
2016,6,9,20160609,구리도매시장,복분자,복분자(일반),1.0,50,kg,없음,7500
2016,6,9,20160609,구리도매시장,복분자,복분자(일반),1.0,50,kg,없음,7500
2016,6,9,20160609,창원팔용도매시장,복분자,복분자(일반),0.3,14,kg,특,2000
2016,6,9,20160609,광주서부도매,복분자,복분자(일반),1.0,40,kg,특,6500
2016,6,9,20160609,광주서부도매,복분자,복분자(일반),1.0,25,kg,특,6500
2016,6,9,20160609,대전오정도매,복분자,복분자(일반),2.0,17,kg,특,25500
2016,6,9,20160609,광주각화도매,복분자,복분자(일반),2.0,7,kg,특,14000
2016,6,9,20160609,순천도매시장,복분자,복분자(일반),1.0,21,kg,특,9000
2016,6,9,20160609,순천도매시장,복분자,복분자(일반),1.0,21,kg,특,9000
2016,6,9,20160609,순천도매시장,복분자,복분자(일반),1.0,21,kg,특,9000
2016,6,9,20160609,구리도매시장,복분자,복분자(일반),1.0,65,kg,특,7500
2016,6,9,20160609,구리도매시장,복분자,복분자(일반),1.0,50,kg,특,7000
2016,6,9,20160609,대전오정도매,복분자,복분자(일반),2.0,26,kg,특,20000
2016,6,9,20160609,구리도매시장,복분자,복분자(일반),1.0,50,kg,특,7000
2016,6,9,20160609,구리도매시장,복분자,복분자(일반),1.0,40,kg,특,7000
2016,6,9,20160609,대전오정도매,복분자,복분자(일반),2.0,10,kg,특,21000
2016,6,9,20160609,대전오정도매,복분자,복분자(일반),2.0,10,kg,특,21000
2016,6,9,20160609,대전오정도매,복분자,복분자(일반),2.0,10,kg,특,21000
2016,6,9,20160609,대전오정도매,복분자,복분자(일반),2.0,10,kg,특,21000
2016,6,9,20160609,대전오정도매,복분자,복분자(일반),2.0,19,kg,특,21000
2016,6,9,20160609,대전오정도매,복분자,복분자(일반),2.0,10,kg,특,21000
2016,6,9,20160609,광주각화도매,복분자,복분자(일반),2.0,30,kg,특,11000
2016,6,9,20160609,부산엄궁도매,복분자,복분자(일반),0.5,100,kg,특,3800
2016,6,10,20160610,인천삼산도매,복분자,복분자(일반),1.0,20,kg,특,7000
2016,6,10,20160610,울산도매시장,복분자,복분자(일반),1.0,6,kg,없음,12000
2016,6,10,20160610,울산도매시장,복분자,복분자(일반),1.0,1,kg,없음,10000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,45,kg,특,6000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,40,kg,특,6000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,30,kg,특,7000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,30,kg,특,7000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,35,kg,특,7000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,35,kg,특,7000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,30,kg,특,6000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,30,kg,특,6000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,45,kg,특,6000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,45,kg,특,6000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,45,kg,특,6000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,45,kg,특,6000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,45,kg,특,6000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),1.0,30,kg,특,6000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),2.0,25,kg,특,8000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),2.0,14,kg,특,10000
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),0.5,10,kg,특,3500
2016,6,10,20160610,서울가락도매,복분자,복분자(일반),2.0,10,kg,특,6000
2016,6,10,20160610,구리도매시장,복분자,복분자(일반),1.0,60,kg,없음,7000
2016,6,10,20160610,구리도매시장,복분자,복분자(일반),1.0,50,kg,없음,7000
2016,6,10,20160610,구리도매시장,복분자,복분자(일반),1.0,50,kg,없음,7000
2016,6,10,20160610,대구북부도매,복분자,복분자(일반),0.5,5,kg,특,7000
2016,6,10,20160610,대구북부도매,복분자,복분자(일반),1.0,5,kg,특,14000
2016,6,10,20160610,구리도매시장,복분자,복분자(일반),1.0,60,kg,특,2000
2016,6,10,20160610,구리도매시장,복분자,복분자(일반),1.0,60,kg,특,2000
2016,6,10,20160610,인천삼산도매,복분자,복분자(일반),1.0,40,kg,특,7000
2016,6,10,20160610,인천삼산도매,복분자,복분자(일반),1.0,40,kg,특,7000
2016,6,10,20160610,인천삼산도매,복분자,복분자(일반),1.0,40,kg,특,7000
2016,6,10,20160610,울산도매시장,복분자,복분자(일반),1.0,5,kg,특,10300
2016,6,10,20160610,인천삼산도매,복분자,복분자(일반),1.0,40,kg,특,7000
2016,6,10,20160610,인천삼산도매,복분자,복분자(일반),1.0,40,kg,특,7000
2016,6,10,20160610,인천삼산도매,복분자,복분자(일반),1.0,40,kg,특,7000
2016,6,10,20160610,진주도매시장,복분자,복분자(일반),1.0,17,kg,특,10000
2016,6,10,20160610,진주도매시장,복분자,복분자(일반),1.0,52,kg,특,11000
2016,6,10,20160610,대전오정도매,복분자,복분자(일반),1.0,2,kg,특,3000
2016,6,10,20160610,대전오정도매,복분자,복분자(일반),2.0,3,kg,특,18600
2016,6,10,20160610,대전오정도매,복분자,복분자(일반),2.0,15,kg,특,22600
2016,6,10,20160610,대전오정도매,복분자,복분자(일반),2.0,15,kg,특,22100
2016,6,10,20160610,대전오정도매,복분자,복분자(일반),2.0,20,kg,특,20300
2016,6,10,20160610,울산도매시장,복분자,복분자(일반),1.0,20,kg,특,7500
2016,6,10,20160610,울산도매시장,복분자,복분자(일반),1.0,2,kg,특,6700
2016,6,10,20160610,울산도매시장,복분자,복분자(일반),1.0,30,kg,특,8000
2016,6,10,20160610,울산도매시장,복분자,복분자(일반),1.0,6,kg,특,6500
2016,6,10,20160610,울산도매시장,복분자,복분자(일반),1.0,35,kg,특,7800
2016,6,10,20160610,울산도매시장,복분자,복분자(일반),1.0,36,kg,특,8300
2016,6,10,20160610,울산도매시장,복분자,복분자(일반),1.0,41,kg,특,7800
2016,6,10,20160610,대전오정도매,복분자,복분자(일반),2.0,20,kg,특,15600
2016,6,10,20160610,창원팔용도매시장,복분자,복분자(일반),0.5,2,kg,특,7000
2016,6,10,20160610,인천구월도매,복분자,복분자(일반),4.0,20,kg,특,30000
2016,6,10,20160610,인천구월도매,복분자,복분자(일반),4.0,5,kg,특,30000
2016,6,10,20160610,인천구월도매,복분자,복분자(일반),4.0,5,kg,특,30000
2016,6,10,20160610,인천구월도매,복분자,복분자(일반),4.0,5,kg,특,30000
2016,6,10,20160610,인천구월도매,복분자,복분자(일반),4.0,5,kg,특,30000
